,WatchList,Biometrics,Ticket Purchase,Link Analysis,Total
56,54.0,0,75,0.0,43.05
57,0.0,0,0,0.0,0.0
58,21.0,0,0,0.0,9.450000000000001
59,20.0,0,75,0.0,27.75
60,20.0,0,0,0.0,9.0
61,20.0,0,0,0.0,9.0
62,20.0,0,0,0.0,9.0
63,21.0,0,0,0.0,9.450000000000001
64,0.0,0,0,0.0,0.0
65,0.0,0,0,20.0,4.0
66,21.0,0,0,0.0,9.450000000000001
67,21.0,0,0,20.0,13.450000000000001
68,21.0,0,100,0.0,34.45
69,41.0,0,0,0.0,18.45
70,0.0,0,0,20.0,4.0
71,20.0,100,75,40.0,65.75
72,0.0,0,75,0.0,18.75
73,0.0,0,0,0.0,0.0
74,0.0,0,0,20.0,4.0
75,51.0,0,100,0.0,47.95
76,0.0,0,0,0.0,0.0
77,0.0,0,0,60.0,12.0
78,0.0,0,0,0.0,0.0
79,0.0,100,75,0.0,48.75
80,0.0,0,0,0.0,0.0
81,85.0,0,100,20.0,67.25
82,0.0,0,0,0.0,0.0
83,0.0,0,75,0.0,18.75
84,41.0,0,0,40.0,26.45
85,20.0,0,0,40.0,17.0
86,20.0,100,0,0.0,39.0
87,20.0,0,0,0.0,9.0
88,0.0,0,0,40.0,8.0
89,21.0,0,0,0.0,9.450000000000001
90,0.0,0,0,0.0,0.0
91,21.0,0,0,0.0,9.450000000000001
92,21.0,100,0,20.0,43.45
93,34.0,0,0,40.0,23.3
94,20.0,0,100,20.0,38.0
95,0.0,0,0,0.0,0.0
96,0.0,0,75,0.0,18.75
97,0.0,0,0,0.0,0.0
98,20.0,0,0,0.0,9.0
99,0.0,100,0,0.0,30.0
100,0.0,0,0,0.0,0.0
101,0.0,0,75,0.0,18.75
102,21.0,0,0,0.0,9.450000000000001
103,21.0,100,0,20.0,43.45
104,20.0,100,0,0.0,39.0
105,20.0,0,75,0.0,27.75
106,0.0,0,100,0.0,25.0
107,51.0,0,75,20.0,45.7
108,0.0,0,100,0.0,25.0
109,67.0,0,75,60.0,60.900000000000006
110,0.0,0,75,0.0,18.75
111,34.0,0,0,0.0,15.3
112,51.0,100,0,0.0,52.95
113,0.0,0,75,0.0,18.75
114,0.0,100,0,60.0,42.0
115,0.0,0,0,100.0,20.0
116,0.0,0,75,0.0,18.75
117,20.0,100,75,20.0,61.75
118,0.0,0,100,0.0,25.0
119,0.0,0,0,0.0,0.0
120,0.0,0,0,0.0,0.0
121,0.0,0,0,0.0,0.0
122,0.0,100,0,0.0,30.0
123,0.0,0,0,40.0,8.0
124,0.0,0,75,0.0,18.75
125,0.0,0,0,0.0,0.0
126,20.0,0,0,0.0,9.0
127,0.0,0,75,0.0,18.75
128,0.0,0,0,0.0,0.0
129,0.0,0,0,0.0,0.0
130,34.0,0,0,0.0,15.3
131,0.0,0,75,0.0,18.75
132,87.0,0,0,0.0,39.15
133,0.0,0,0,0.0,0.0
134,20.0,0,0,0.0,9.0
135,21.0,0,0,0.0,9.450000000000001
136,0.0,100,0,0.0,30.0
137,0.0,0,75,0.0,18.75
138,20.0,0,0,0.0,9.0
139,0.0,0,0,0.0,0.0
140,21.0,0,75,0.0,28.200000000000003
141,0.0,0,0,0.0,0.0
142,0.0,0,0,0.0,0.0
143,0.0,0,75,0.0,18.75
144,0.0,0,100,0.0,25.0
145,20.0,0,75,60.0,39.75
146,0.0,0,0,0.0,0.0
147,0.0,100,0,0.0,30.0
148,0.0,0,0,0.0,0.0
149,0.0,0,0,0.0,0.0
150,0.0,0,0,0.0,0.0
151,0.0,0,0,0.0,0.0
152,0.0,0,0,0.0,0.0
153,20.0,0,0,0.0,9.0
154,0.0,0,0,0.0,0.0
155,20.0,0,0,0.0,9.0
156,21.0,0,0,20.0,13.450000000000001
157,21.0,100,0,0.0,39.45
158,0.0,0,0,20.0,4.0
159,0.0,0,0,0.0,0.0
160,95.58,0,0,0.0,43.011
161,20.0,0,0,0.0,9.0
162,20.0,0,0,0.0,9.0
163,0.0,0,75,0.0,18.75
164,0.0,100,0,60.0,42.0
165,0.0,100,0,0.0,30.0
166,41.0,0,0,0.0,18.45
167,0.0,0,0,0.0,0.0
168,0.0,0,0,0.0,0.0
169,0.0,0,0,0.0,0.0
170,67.0,0,0,20.0,34.150000000000006
171,0.0,0,0,0.0,0.0
172,0.0,0,75,0.0,18.75
173,34.0,0,0,0.0,15.3
174,0.0,0,0,0.0,0.0
175,0.0,0,0,0.0,0.0
176,0.0,0,0,60.0,12.0
177,0.0,0,0,0.0,0.0
178,0.0,0,0,0.0,0.0
179,0.0,100,0,0.0,30.0
180,71.0,0,0,20.0,35.95
181,0.0,0,0,20.0,4.0
182,0.0,0,0,40.0,8.0
183,54.0,0,100,0.0,49.3
184,0.0,0,0,0.0,0.0
185,0.0,0,75,0.0,18.75
186,34.0,0,75,0.0,34.05
187,0.0,0,0,0.0,0.0
188,0.0,0,0,20.0,4.0
189,0.0,100,0,0.0,30.0
190,0.0,0,0,0.0,0.0
191,0.0,0,75,20.0,22.75
192,21.0,0,0,0.0,9.450000000000001
193,0.0,0,75,0.0,18.75
194,21.0,0,75,0.0,28.200000000000003
195,0.0,0,0,0.0,0.0
196,20.0,0,100,0.0,34.0
197,0.0,0,0,0.0,0.0
198,0.0,0,0,0.0,0.0
199,0.0,0,0,20.0,4.0
200,34.0,0,0,0.0,15.3
201,21.0,0,0,0.0,9.450000000000001
202,0.0,0,0,0.0,0.0
203,20.0,0,0,0.0,9.0
204,51.0,0,0,0.0,22.95
205,0.0,0,0,0.0,0.0
206,54.0,0,0,0.0,24.3
207,0.0,0,0,0.0,0.0
208,0.0,0,75,0.0,18.75
209,0.0,0,0,0.0,0.0
210,20.0,0,0,0.0,9.0
211,20.0,0,0,0.0,9.0
212,34.0,0,0,0.0,15.3
213,21.0,0,100,0.0,34.45
214,71.0,0,0,0.0,31.95
215,0.0,0,0,0.0,0.0
216,34.0,0,0,0.0,15.3
217,21.0,0,0,40.0,17.450000000000003
218,0.0,0,75,0.0,18.75
219,0.0,0,0,0.0,0.0
220,0.0,100,0,0.0,30.0
221,20.0,0,0,20.0,13.0
222,20.0,0,0,0.0,9.0
223,0.0,0,75,40.0,26.75
224,0.0,0,0,0.0,0.0
225,51.0,0,0,0.0,22.95
226,51.0,100,75,0.0,71.7
227,20.0,0,0,0.0,9.0
228,0.0,0,100,20.0,29.0
229,21.0,0,0,20.0,13.450000000000001
230,34.0,0,0,0.0,15.3
231,34.0,0,75,0.0,34.05
232,0.0,0,0,0.0,0.0
233,21.0,0,0,0.0,9.450000000000001
234,0.0,0,0,0.0,0.0
235,20.0,0,0,0.0,9.0
236,0.0,0,0,20.0,4.0
237,41.0,0,0,0.0,18.45
238,0.0,0,0,0.0,0.0
239,67.0,100,0,60.0,72.15
240,20.0,0,0,0.0,9.0
241,34.0,0,0,0.0,15.3
242,0.0,100,100,0.0,55.0
243,0.0,100,0,0.0,30.0
244,20.0,0,0,0.0,9.0
245,0.0,0,75,0.0,18.75
246,71.0,0,0,0.0,31.95
247,0.0,0,75,0.0,18.75
248,0.0,0,0,0.0,0.0
249,0.0,0,75,0.0,18.75
250,20.0,0,0,0.0,9.0
251,21.0,100,75,0.0,58.2
252,21.0,0,0,0.0,9.450000000000001
253,0.0,0,0,0.0,0.0
254,34.0,0,75,0.0,34.05
255,0.0,0,100,20.0,29.0
256,34.0,0,100,0.0,40.3
257,0.0,100,0,0.0,30.0
258,20.0,100,0,0.0,39.0
259,0.0,100,0,0.0,30.0
260,20.0,0,75,40.0,35.75
261,41.0,0,0,0.0,18.45
262,0.0,0,100,0.0,25.0
263,20.0,0,100,40.0,42.0
264,20.0,0,0,0.0,9.0
265,34.0,0,0,0.0,15.3
266,0.0,0,0,0.0,0.0
267,0.0,0,0,40.0,8.0
268,21.0,0,0,0.0,9.450000000000001
269,21.0,0,75,20.0,32.2
270,34.0,100,0,0.0,45.3
271,71.0,0,100,0.0,56.95
272,0.0,0,100,0.0,25.0
273,0.0,0,0,0.0,0.0
274,0.0,0,0,0.0,0.0
275,51.0,0,0,0.0,22.95
276,0.0,0,0,0.0,0.0
277,0.0,0,100,60.0,37.0
278,0.0,0,75,0.0,18.75
279,34.0,0,75,60.0,46.05
280,0.0,0,0,0.0,0.0
281,0.0,0,0,20.0,4.0
282,0.0,0,0,0.0,0.0
283,67.0,0,0,0.0,30.150000000000002
284,21.0,0,0,0.0,9.450000000000001
285,0.0,100,0,0.0,30.0
286,20.0,0,75,0.0,27.75
287,0.0,0,0,0.0,0.0
288,0.0,0,0,0.0,0.0
289,20.0,100,100,0.0,64.0
290,0.0,0,0,0.0,0.0
291,0.0,0,0,0.0,0.0
292,21.0,0,0,0.0,9.450000000000001
293,34.0,0,0,0.0,15.3
294,20.0,0,75,0.0,27.75
295,41.0,100,75,0.0,67.2
296,20.0,0,0,0.0,9.0
297,21.0,0,0,0.0,9.450000000000001
298,0.0,0,0,0.0,0.0
299,0.0,0,75,0.0,18.75
300,0.0,0,0,0.0,0.0
301,0.0,0,0,0.0,0.0
302,0.0,0,0,0.0,0.0
303,0.0,0,0,40.0,8.0
304,0.0,0,75,60.0,30.75
305,51.0,0,100,0.0,47.95
306,0.0,0,0,40.0,8.0
307,20.0,0,75,0.0,27.75
308,20.0,0,75,0.0,27.75
309,0.0,0,0,20.0,4.0
310,0.0,0,0,0.0,0.0
311,0.0,0,0,0.0,0.0
312,54.0,100,75,0.0,73.05
313,20.0,0,0,0.0,9.0
314,20.0,100,0,0.0,39.0
315,20.0,0,0,0.0,9.0
316,21.0,0,100,20.0,38.45
317,0.0,0,0,0.0,0.0
318,20.0,0,0,0.0,9.0
319,34.0,0,0,0.0,15.3
320,0.0,0,0,0.0,0.0
321,0.0,0,0,0.0,0.0
322,0.0,0,0,0.0,0.0
323,0.0,0,75,0.0,18.75
324,0.0,0,0,0.0,0.0
325,0.0,0,75,0.0,18.75
326,20.0,100,0,0.0,39.0
327,0.0,0,75,0.0,18.75
328,51.0,0,0,0.0,22.95
329,0.0,0,75,0.0,18.75
330,0.0,0,0,40.0,8.0
331,21.0,0,0,0.0,9.450000000000001
332,0.0,0,0,40.0,8.0
333,0.0,0,0,0.0,0.0
334,0.0,0,75,0.0,18.75
335,20.0,0,0,0.0,9.0
336,87.0,0,0,0.0,39.15
337,20.0,0,0,0.0,9.0
338,21.0,0,0,0.0,9.450000000000001
339,85.0,0,0,60.0,50.25
340,20.0,100,0,0.0,39.0
341,20.0,0,0,0.0,9.0
342,0.0,0,0,0.0,0.0
343,0.0,0,0,0.0,0.0
344,20.0,0,0,40.0,17.0
345,21.0,0,0,0.0,9.450000000000001
346,88.0,100,100,0.0,94.6
347,21.0,0,0,0.0,9.450000000000001
348,0.0,0,0,0.0,0.0
349,0.0,0,75,0.0,18.75
350,0.0,0,0,0.0,0.0
351,67.0,0,0,0.0,30.150000000000002
352,67.0,0,0,0.0,30.150000000000002
353,0.0,0,0,20.0,4.0
354,34.0,100,0,40.0,53.3
355,20.0,0,0,20.0,13.0
356,20.0,0,0,0.0,9.0
357,67.0,0,0,20.0,34.150000000000006
358,0.0,100,0,0.0,30.0
359,21.0,0,75,0.0,28.200000000000003
360,0.0,0,0,0.0,0.0
361,0.0,0,0,0.0,0.0
362,0.0,0,75,0.0,18.75
363,0.0,0,75,60.0,30.75
364,0.0,0,75,0.0,18.75
365,0.0,0,0,0.0,0.0
366,0.0,0,0,0.0,0.0
367,51.0,0,75,0.0,41.7
368,0.0,100,0,0.0,30.0
369,0.0,0,0,60.0,12.0
370,20.0,0,75,0.0,27.75
371,0.0,0,0,0.0,0.0
372,71.0,0,75,0.0,50.7
373,0.0,0,100,0.0,25.0
374,0.0,0,0,0.0,0.0
375,54.0,100,0,0.0,54.3
376,0.0,0,0,20.0,4.0
377,0.0,100,0,0.0,30.0
378,0.0,0,0,0.0,0.0
379,0.0,0,0,60.0,12.0
380,21.0,0,75,0.0,28.200000000000003
381,0.0,0,0,0.0,0.0
382,21.0,0,0,20.0,13.450000000000001
383,0.0,0,100,0.0,25.0
384,0.0,0,0,40.0,8.0
385,0.0,0,0,20.0,4.0
386,0.0,0,0,0.0,0.0
387,0.0,0,0,0.0,0.0
388,0.0,100,75,0.0,48.75
389,0.0,100,100,0.0,55.0
390,0.0,0,75,0.0,18.75
391,21.0,0,75,0.0,28.200000000000003
392,0.0,100,75,40.0,56.75
393,51.0,0,0,40.0,30.95
394,21.0,0,0,0.0,9.450000000000001
395,0.0,0,75,60.0,30.75
396,87.0,0,0,0.0,39.15
397,0.0,0,0,0.0,0.0
398,21.0,0,0,0.0,9.450000000000001
399,0.0,100,100,20.0,59.0
400,0.0,0,0,0.0,0.0
401,41.0,0,0,0.0,18.45
402,0.0,0,0,0.0,0.0
403,0.0,0,0,0.0,0.0
404,0.0,0,0,0.0,0.0
405,0.0,0,0,40.0,8.0
406,0.0,0,0,40.0,8.0
407,0.0,0,0,0.0,0.0
408,54.0,0,0,40.0,32.3
409,67.0,0,0,20.0,34.150000000000006
410,0.0,0,0,0.0,0.0
411,21.0,0,0,0.0,9.450000000000001
412,0.0,0,75,40.0,26.75
413,0.0,0,0,0.0,0.0
414,0.0,0,100,0.0,25.0
415,0.0,0,0,0.0,0.0
416,51.0,100,0,0.0,52.95
417,0.0,0,0,0.0,0.0
418,0.0,0,0,0.0,0.0
419,20.0,0,0,0.0,9.0
420,0.0,0,0,0.0,0.0
421,20.0,0,0,0.0,9.0
422,41.0,0,0,0.0,18.45
423,51.0,0,0,0.0,22.95
424,21.0,0,0,0.0,9.450000000000001
425,0.0,0,100,0.0,25.0
426,0.0,0,0,0.0,0.0
427,72.0,0,100,60.0,69.4
428,0.0,0,100,0.0,25.0
429,0.0,0,75,0.0,18.75
430,0.0,0,75,0.0,18.75
431,0.0,0,0,0.0,0.0
432,21.0,0,0,0.0,9.450000000000001
433,54.0,0,0,0.0,24.3
434,0.0,0,100,40.0,33.0
435,0.0,0,100,40.0,33.0
436,0.0,100,75,20.0,52.75
437,0.0,0,0,40.0,8.0
438,0.0,0,0,0.0,0.0
439,20.0,0,0,60.0,21.0
440,0.0,0,0,0.0,0.0
441,55.0,0,75,0.0,43.5
442,0.0,0,0,0.0,0.0
443,20.0,0,0,0.0,9.0
444,54.0,0,0,0.0,24.3
445,0.0,0,100,40.0,33.0
446,97.2,0,100,0.0,68.74000000000001
447,21.0,100,0,0.0,39.45
448,0.0,0,0,0.0,0.0
449,0.0,0,100,0.0,25.0
450,0.0,0,0,20.0,4.0
451,0.0,0,0,20.0,4.0
452,0.0,100,0,0.0,30.0
453,0.0,0,0,40.0,8.0
454,0.0,0,100,0.0,25.0
455,20.0,100,0,0.0,39.0
456,54.0,100,100,0.0,79.3
457,0.0,0,0,0.0,0.0
458,0.0,0,0,40.0,8.0
459,0.0,0,75,40.0,26.75
460,0.0,0,75,20.0,22.75
461,20.0,100,0,0.0,39.0
462,21.0,0,0,20.0,13.450000000000001
463,51.0,0,0,40.0,30.95
464,41.0,0,0,0.0,18.45
465,20.0,100,100,0.0,64.0
466,51.0,0,0,0.0,22.95
467,21.0,0,0,0.0,9.450000000000001
468,0.0,0,0,0.0,0.0
469,0.0,0,0,60.0,12.0
470,0.0,0,75,40.0,26.75
471,0.0,0,0,0.0,0.0
472,20.0,0,0,0.0,9.0
473,88.0,0,75,97.2,77.79
474,21.0,0,0,0.0,9.450000000000001
475,0.0,0,0,0.0,0.0
476,94.5,100,75,0.0,91.275
477,0.0,0,75,20.0,22.75
478,51.0,0,0,60.0,34.95
479,20.0,0,75,0.0,27.75
480,20.0,0,0,0.0,9.0
481,21.0,0,0,0.0,9.450000000000001
482,21.0,0,100,0.0,34.45
483,0.0,0,0,0.0,0.0
484,21.0,0,0,0.0,9.450000000000001
485,0.0,0,0,0.0,0.0
486,0.0,0,100,40.0,33.0
487,0.0,0,0,0.0,0.0
488,0.0,0,75,20.0,22.75
489,20.0,0,0,0.0,9.0
490,0.0,0,0,0.0,0.0
491,0.0,0,0,0.0,0.0
492,51.0,0,0,0.0,22.95
493,0.0,0,0,0.0,0.0
494,67.0,100,0,0.0,60.150000000000006
495,51.0,0,0,0.0,22.95
496,51.0,0,0,20.0,26.95
497,0.0,0,0,0.0,0.0
498,0.0,0,75,60.0,30.75
499,0.0,100,0,40.0,38.0
500,0.0,0,0,0.0,0.0
501,0.0,0,0,0.0,0.0
502,34.0,0,0,0.0,15.3
503,0.0,0,0,0.0,0.0
504,87.0,0,0,0.0,39.15
505,0.0,0,0,0.0,0.0
506,0.0,0,100,0.0,25.0
507,0.0,0,0,0.0,0.0
508,0.0,0,0,0.0,0.0
509,0.0,0,0,0.0,0.0
510,41.0,0,75,0.0,37.2
511,20.0,0,0,0.0,9.0
512,0.0,0,0,0.0,0.0
513,0.0,0,0,0.0,0.0
514,0.0,100,75,0.0,48.75
515,0.0,0,75,0.0,18.75
516,34.0,0,0,0.0,15.3
517,41.0,0,0,0.0,18.45
518,20.0,0,75,0.0,27.75
519,0.0,0,100,0.0,25.0
520,21.0,0,75,20.0,32.2
521,51.0,0,100,0.0,47.95
522,0.0,0,75,0.0,18.75
523,0.0,0,0,40.0,8.0
524,72.0,0,0,0.0,32.4
525,20.0,0,75,20.0,31.75
526,21.0,0,0,0.0,9.450000000000001
527,34.0,0,0,40.0,23.3
528,0.0,0,100,60.0,37.0
529,0.0,0,0,20.0,4.0
530,0.0,0,0,0.0,0.0
531,0.0,0,75,0.0,18.75
532,21.0,0,0,60.0,21.450000000000003
533,34.0,0,0,0.0,15.3
534,0.0,0,100,0.0,25.0
535,67.0,0,0,0.0,30.150000000000002
536,0.0,0,100,0.0,25.0
537,20.0,0,0,0.0,9.0
538,0.0,0,75,80.0,34.75
539,0.0,0,75,0.0,18.75
540,0.0,0,100,0.0,25.0
541,0.0,0,0,40.0,8.0
542,20.0,0,0,0.0,9.0
543,20.0,100,100,0.0,64.0
544,0.0,0,0,0.0,0.0
545,0.0,0,0,0.0,0.0
546,21.0,0,75,0.0,28.200000000000003
547,0.0,0,0,0.0,0.0
548,0.0,0,0,0.0,0.0
549,0.0,0,0,20.0,4.0
550,0.0,0,0,40.0,8.0
551,0.0,100,75,20.0,52.75
552,0.0,0,100,0.0,25.0
553,67.0,0,0,0.0,30.150000000000002
554,20.0,0,75,0.0,27.75
555,34.0,0,0,0.0,15.3
556,0.0,0,0,60.0,12.0
557,0.0,0,0,0.0,0.0
558,0.0,0,75,0.0,18.75
559,41.0,0,0,0.0,18.45
560,41.0,0,0,0.0,18.45
561,0.0,0,75,60.0,30.75
562,0.0,0,0,80.0,16.0
563,0.0,0,0,0.0,0.0
564,0.0,0,75,0.0,18.75
565,20.0,0,100,0.0,34.0
566,0.0,0,0,0.0,0.0
567,0.0,0,0,40.0,8.0
568,0.0,0,0,0.0,0.0
569,0.0,0,75,0.0,18.75
570,0.0,0,75,40.0,26.75
571,0.0,0,0,0.0,0.0
572,0.0,0,0,20.0,4.0
573,0.0,0,0,0.0,0.0
574,21.0,100,0,0.0,39.45
575,0.0,0,100,0.0,25.0
576,54.0,0,0,0.0,24.3
577,0.0,0,100,0.0,25.0
578,0.0,0,100,0.0,25.0
579,21.0,0,0,0.0,9.450000000000001
580,20.0,0,0,0.0,9.0
581,20.0,100,100,0.0,64.0
582,0.0,0,0,0.0,0.0
583,20.0,0,0,40.0,17.0
584,41.0,0,0,0.0,18.45
585,0.0,0,100,0.0,25.0
586,0.0,100,0,0.0,30.0
587,0.0,0,0,0.0,0.0
588,20.0,0,0,0.0,9.0
589,0.0,0,0,0.0,0.0
590,0.0,0,0,0.0,0.0
591,0.0,0,0,0.0,0.0
592,41.0,0,0,0.0,18.45
593,20.0,0,0,0.0,9.0
594,0.0,0,0,0.0,0.0
595,55.0,0,100,0.0,49.75
596,34.0,0,75,60.0,46.05
597,0.0,0,100,0.0,25.0
598,0.0,0,0,0.0,0.0
599,0.0,0,0,0.0,0.0
600,0.0,100,75,0.0,48.75
601,0.0,0,75,0.0,18.75
602,21.0,0,0,0.0,9.450000000000001
603,41.0,0,0,20.0,22.45
604,0.0,0,0,0.0,0.0
605,0.0,0,0,0.0,0.0
606,0.0,100,0,0.0,30.0
607,54.0,0,0,0.0,24.3
608,0.0,0,0,0.0,0.0
609,0.0,0,0,0.0,0.0
610,21.0,0,0,0.0,9.450000000000001
611,21.0,0,75,20.0,32.2
612,0.0,0,0,0.0,0.0
613,0.0,0,75,0.0,18.75
614,20.0,100,100,0.0,64.0
615,0.0,0,75,40.0,26.75
616,0.0,0,0,20.0,4.0
617,20.0,0,0,0.0,9.0
618,67.0,0,0,0.0,30.150000000000002
619,0.0,0,100,0.0,25.0
620,0.0,0,0,0.0,0.0
621,21.0,0,100,20.0,38.45
622,20.0,0,0,0.0,9.0
623,0.0,0,75,40.0,26.75
624,0.0,0,75,0.0,18.75
625,0.0,0,0,0.0,0.0
626,21.0,0,75,0.0,28.200000000000003
627,0.0,0,0,0.0,0.0
628,0.0,0,0,0.0,0.0
629,20.0,100,0,0.0,39.0
630,20.0,0,0,0.0,9.0
631,0.0,0,0,0.0,0.0
632,0.0,0,0,40.0,8.0
633,55.0,0,0,0.0,24.75
634,0.0,100,0,0.0,30.0
635,0.0,0,0,0.0,0.0
636,20.0,0,100,0.0,34.0
637,71.0,0,0,0.0,31.95
638,0.0,0,0,20.0,4.0
639,0.0,0,0,0.0,0.0
640,0.0,0,0,0.0,0.0
641,20.0,100,0,0.0,39.0
642,21.0,0,0,0.0,9.450000000000001
643,0.0,0,100,0.0,25.0
644,51.0,100,100,0.0,77.95
645,0.0,0,0,0.0,0.0
646,21.0,0,0,0.0,9.450000000000001
647,0.0,0,75,0.0,18.75
648,0.0,0,0,20.0,4.0
649,0.0,0,0,0.0,0.0
650,51.0,0,75,40.0,49.7
651,0.0,0,0,0.0,0.0
652,0.0,0,0,0.0,0.0
653,0.0,0,0,80.0,16.0
654,20.0,0,0,0.0,9.0
655,97.2,0,0,0.0,43.74
656,0.0,0,0,0.0,0.0
657,0.0,0,0,0.0,0.0
658,0.0,0,0,0.0,0.0
659,51.0,0,0,40.0,30.95
660,0.0,0,0,0.0,0.0
661,0.0,0,0,0.0,0.0
662,71.0,0,0,0.0,31.95
663,0.0,0,100,0.0,25.0
664,0.0,0,0,0.0,0.0
665,0.0,0,0,0.0,0.0
666,0.0,0,0,60.0,12.0
667,0.0,0,100,20.0,29.0
668,0.0,0,0,0.0,0.0
669,0.0,0,100,0.0,25.0
670,20.0,0,100,0.0,34.0
671,0.0,0,0,0.0,0.0
672,0.0,0,0,0.0,0.0
673,0.0,100,0,0.0,30.0
674,20.0,0,75,0.0,27.75
675,20.0,0,0,40.0,17.0
676,0.0,0,0,0.0,0.0
677,0.0,0,100,60.0,37.0
678,0.0,0,0,0.0,0.0
679,0.0,100,0,0.0,30.0
680,0.0,100,0,0.0,30.0
681,41.0,0,0,0.0,18.45
682,0.0,0,0,0.0,0.0
683,34.0,100,75,0.0,64.05
684,0.0,0,0,0.0,0.0
685,0.0,0,0,0.0,0.0
686,20.0,0,100,0.0,34.0
687,0.0,0,0,0.0,0.0
688,20.0,0,0,0.0,9.0
689,0.0,0,0,0.0,0.0
690,71.0,0,0,20.0,35.95
691,21.0,0,75,0.0,28.200000000000003
692,0.0,0,75,0.0,18.75
693,41.0,0,75,0.0,37.2
694,0.0,0,0,40.0,8.0
695,0.0,0,0,0.0,0.0
696,0.0,0,0,0.0,0.0
697,0.0,0,0,0.0,0.0
698,0.0,0,75,0.0,18.75
699,0.0,0,0,60.0,12.0
700,0.0,0,100,0.0,25.0
701,0.0,0,0,60.0,12.0
702,20.0,0,0,0.0,9.0
703,0.0,0,100,0.0,25.0
704,0.0,0,100,0.0,25.0
705,20.0,0,0,0.0,9.0
706,0.0,0,100,0.0,25.0
707,0.0,100,75,0.0,48.75
708,71.0,0,0,0.0,31.95
709,87.0,0,0,0.0,39.15
710,88.0,0,0,0.0,39.6
711,0.0,0,0,0.0,0.0
712,21.0,100,0,20.0,43.45
713,0.0,0,0,0.0,0.0
714,0.0,0,0,0.0,0.0
715,55.0,0,0,0.0,24.75
716,34.0,0,75,0.0,34.05
717,0.0,0,0,0.0,0.0
718,0.0,0,100,0.0,25.0
719,0.0,0,75,40.0,26.75
720,0.0,0,75,40.0,26.75
721,0.0,0,0,20.0,4.0
722,0.0,0,0,0.0,0.0
723,0.0,0,0,0.0,0.0
724,20.0,0,0,0.0,9.0
725,0.0,0,0,0.0,0.0
726,0.0,0,0,0.0,0.0
727,55.0,0,100,0.0,49.75
728,0.0,0,0,0.0,0.0
729,20.0,0,75,0.0,27.75
730,0.0,0,75,0.0,18.75
731,0.0,0,100,20.0,29.0
732,0.0,0,0,40.0,8.0
733,0.0,100,0,20.0,34.0
734,67.0,0,100,0.0,55.150000000000006
735,0.0,0,0,60.0,12.0
736,54.0,0,0,20.0,28.3
737,0.0,0,0,0.0,0.0
738,0.0,0,0,0.0,0.0
739,20.0,0,0,0.0,9.0
740,0.0,100,0,0.0,30.0
741,0.0,0,0,20.0,4.0
742,21.0,0,0,0.0,9.450000000000001
743,0.0,0,100,0.0,25.0
744,0.0,0,0,0.0,0.0
745,0.0,0,0,40.0,8.0
746,0.0,0,75,0.0,18.75
747,0.0,0,75,0.0,18.75
748,20.0,0,75,0.0,27.75
749,67.0,0,0,0.0,30.150000000000002
750,0.0,0,100,0.0,25.0
751,0.0,0,75,0.0,18.75
752,0.0,0,75,20.0,22.75
753,94.5,0,100,0.0,67.525
754,0.0,100,0,0.0,30.0
755,75.0,100,0,0.0,63.75
756,71.0,0,0,0.0,31.95
757,20.0,100,0,0.0,39.0
758,0.0,0,75,0.0,18.75
