,WatchList,Biometrics,Ticket Purchase,Link Analysis,Total
203,0.0,0,0,60.0,12.0
204,21.0,0,75,0.0,28.200000000000003
205,21.0,0,0,0.0,9.450000000000001
206,0.0,0,0,0.0,0.0
207,0.0,0,0,0.0,0.0
208,20.0,0,0,40.0,17.0
209,0.0,0,100,0.0,25.0
210,0.0,0,0,0.0,0.0
211,51.0,0,75,0.0,41.7
212,0.0,0,0,0.0,0.0
213,0.0,0,0,60.0,12.0
214,0.0,0,100,40.0,33.0
215,0.0,0,0,0.0,0.0
216,41.0,0,0,20.0,22.45
217,20.0,0,0,60.0,21.0
218,21.0,0,0,60.0,21.450000000000003
219,67.0,100,100,60.0,97.15
220,0.0,0,0,0.0,0.0
221,0.0,100,0,0.0,30.0
222,0.0,0,0,0.0,0.0
223,0.0,0,0,0.0,0.0
224,21.0,100,0,0.0,39.45
225,20.0,0,0,0.0,9.0
226,0.0,0,0,0.0,0.0
227,20.0,0,0,0.0,9.0
228,0.0,0,0,0.0,0.0
229,34.0,0,0,60.0,27.3
230,0.0,0,100,0.0,25.0
231,20.0,0,100,20.0,38.0
232,0.0,0,0,0.0,0.0
233,20.0,0,0,0.0,9.0
234,0.0,0,75,0.0,18.75
235,20.0,0,75,0.0,27.75
236,20.0,0,0,0.0,9.0
237,0.0,0,0,0.0,0.0
238,20.0,100,0,0.0,39.0
239,20.0,0,100,0.0,34.0
240,0.0,0,0,0.0,0.0
241,55.0,100,0,0.0,54.75
242,88.0,100,0,0.0,69.6
243,0.0,0,0,20.0,4.0
244,0.0,0,0,60.0,12.0
245,21.0,0,75,0.0,28.200000000000003
246,20.0,0,0,0.0,9.0
247,20.0,0,75,100.0,47.75
248,0.0,0,0,0.0,0.0
249,21.0,100,100,0.0,64.45
250,0.0,0,0,0.0,0.0
251,20.0,0,0,20.0,13.0
252,0.0,0,0,0.0,0.0
253,0.0,0,0,40.0,8.0
254,67.0,0,0,0.0,30.150000000000002
255,0.0,100,0,0.0,30.0
256,0.0,0,75,0.0,18.75
257,51.0,0,0,20.0,26.95
258,71.0,0,75,0.0,50.7
259,21.0,100,0,0.0,39.45
260,0.0,0,0,0.0,0.0
261,21.0,0,75,0.0,28.200000000000003
262,20.0,0,0,0.0,9.0
263,0.0,0,0,0.0,0.0
264,20.0,0,0,60.0,21.0
265,0.0,0,100,0.0,25.0
266,0.0,0,0,40.0,8.0
267,0.0,0,0,80.0,16.0
268,0.0,0,100,0.0,25.0
269,0.0,100,0,60.0,42.0
270,0.0,0,0,60.0,12.0
271,34.0,100,100,0.0,70.3
272,21.0,0,0,0.0,9.450000000000001
273,0.0,0,0,0.0,0.0
274,0.0,0,0,0.0,0.0
275,0.0,0,0,0.0,0.0
276,34.0,0,75,0.0,34.05
277,20.0,0,0,0.0,9.0
278,21.0,0,75,0.0,28.200000000000003
279,0.0,0,0,0.0,0.0
280,0.0,0,75,0.0,18.75
281,0.0,0,0,0.0,0.0
282,51.0,0,0,0.0,22.95
283,0.0,0,0,0.0,0.0
284,0.0,0,0,0.0,0.0
285,0.0,0,75,0.0,18.75
286,20.0,0,0,20.0,13.0
287,34.0,0,0,60.0,27.3
288,0.0,0,0,20.0,4.0
289,0.0,0,0,60.0,12.0
290,34.0,0,0,0.0,15.3
291,0.0,0,0,0.0,0.0
292,20.0,0,0,0.0,9.0
293,0.0,0,0,0.0,0.0
294,0.0,0,100,0.0,25.0
295,0.0,0,75,0.0,18.75
296,41.0,0,100,0.0,43.45
297,0.0,0,0,0.0,0.0
298,20.0,100,0,0.0,39.0
299,67.0,0,75,0.0,48.900000000000006
300,0.0,0,75,0.0,18.75
301,0.0,100,75,0.0,48.75
302,0.0,0,0,0.0,0.0
303,21.0,0,0,0.0,9.450000000000001
304,41.0,0,0,20.0,22.45
305,21.0,100,100,0.0,64.45
306,21.0,0,75,0.0,28.200000000000003
307,34.0,0,0,40.0,23.3
308,20.0,100,0,0.0,39.0
309,0.0,0,0,0.0,0.0
310,0.0,0,100,0.0,25.0
311,34.0,0,0,0.0,15.3
312,0.0,0,75,60.0,30.75
313,0.0,0,0,0.0,0.0
314,0.0,0,0,0.0,0.0
315,0.0,0,0,0.0,0.0
316,0.0,0,0,0.0,0.0
317,0.0,0,0,0.0,0.0
318,20.0,0,0,0.0,9.0
319,41.0,0,0,0.0,18.45
320,0.0,0,0,20.0,4.0
321,41.0,0,75,0.0,37.2
322,0.0,0,0,0.0,0.0
323,0.0,0,0,0.0,0.0
324,0.0,0,0,0.0,0.0
325,0.0,0,0,40.0,8.0
326,0.0,0,0,0.0,0.0
327,20.0,0,0,0.0,9.0
328,0.0,0,100,0.0,25.0
329,21.0,0,100,0.0,34.45
330,20.0,0,0,0.0,9.0
331,0.0,100,0,0.0,30.0
332,0.0,100,0,40.0,38.0
333,0.0,0,75,0.0,18.75
334,0.0,0,75,0.0,18.75
335,0.0,0,75,60.0,30.75
336,0.0,0,100,0.0,25.0
337,0.0,0,0,20.0,4.0
338,0.0,0,100,0.0,25.0
339,0.0,0,0,100.0,20.0
340,0.0,0,0,20.0,4.0
341,20.0,0,0,40.0,17.0
342,0.0,0,75,0.0,18.75
343,21.0,0,75,0.0,28.200000000000003
344,20.0,0,100,0.0,34.0
345,34.0,0,0,0.0,15.3
346,67.0,100,0,0.0,60.15
347,0.0,0,0,0.0,0.0
348,21.0,0,0,0.0,9.450000000000001
349,21.0,0,75,0.0,28.200000000000003
350,20.0,0,0,0.0,9.0
351,0.0,0,75,0.0,18.75
352,0.0,0,0,0.0,0.0
353,0.0,0,0,0.0,0.0
354,0.0,0,0,0.0,0.0
355,0.0,0,0,80.0,16.0
356,0.0,0,0,0.0,0.0
357,20.0,0,0,0.0,9.0
358,20.0,0,0,0.0,9.0
359,0.0,0,75,0.0,18.75
360,0.0,0,0,0.0,0.0
361,41.0,0,0,0.0,18.45
362,34.0,0,100,20.0,44.3
363,34.0,0,0,0.0,15.3
364,75.0,100,0,0.0,63.75
365,51.0,0,75,40.0,49.7
366,67.0,0,75,0.0,48.900000000000006
367,20.0,0,0,0.0,9.0
368,20.0,0,0,0.0,9.0
369,0.0,0,75,0.0,18.75
370,20.0,0,0,0.0,9.0
371,21.0,0,75,40.0,36.2
372,54.0,0,0,0.0,24.3
373,20.0,0,0,0.0,9.0
374,0.0,0,0,40.0,8.0
375,0.0,0,0,20.0,4.0
376,0.0,0,75,20.0,22.75
377,41.0,0,75,0.0,37.2
378,0.0,0,75,0.0,18.75
379,20.0,0,0,0.0,9.0
380,0.0,0,0,0.0,0.0
381,0.0,0,0,0.0,0.0
382,34.0,0,75,0.0,34.05
383,0.0,0,0,60.0,12.0
384,20.0,0,0,0.0,9.0
385,51.0,0,0,0.0,22.95
386,20.0,0,0,0.0,9.0
387,20.0,0,0,0.0,9.0
388,0.0,0,75,0.0,18.75
389,0.0,0,75,0.0,18.75
390,41.0,100,0,0.0,48.449999999999996
391,20.0,0,0,0.0,9.0
392,20.0,0,0,0.0,9.0
393,21.0,0,100,0.0,34.45
394,0.0,0,0,0.0,0.0
395,0.0,0,0,40.0,8.0
396,0.0,0,75,40.0,26.75
397,0.0,0,0,20.0,4.0
398,51.0,0,0,0.0,22.95
399,0.0,100,75,0.0,48.75
400,0.0,0,0,0.0,0.0
401,34.0,100,75,0.0,64.05
402,20.0,0,0,0.0,9.0
403,21.0,0,0,0.0,9.450000000000001
404,21.0,0,0,0.0,9.450000000000001
405,51.0,0,0,0.0,22.95
406,0.0,0,75,20.0,22.75
407,0.0,0,0,0.0,0.0
408,67.0,0,100,100.0,75.15
409,0.0,100,0,0.0,30.0
410,34.0,100,0,0.0,45.3
411,0.0,0,0,0.0,0.0
412,20.0,0,0,0.0,9.0
413,0.0,0,75,0.0,18.75
414,20.0,0,0,0.0,9.0
415,20.0,0,0,0.0,9.0
416,0.0,0,0,0.0,0.0
417,0.0,0,0,0.0,0.0
418,21.0,0,75,40.0,36.2
419,0.0,0,100,0.0,25.0
420,0.0,0,75,60.0,30.75
421,21.0,0,0,20.0,13.450000000000001
422,0.0,0,0,0.0,0.0
423,0.0,0,75,0.0,18.75
424,20.0,0,100,60.0,46.0
425,0.0,0,75,0.0,18.75
426,20.0,0,0,20.0,13.0
427,34.0,100,0,0.0,45.3
428,0.0,0,0,0.0,0.0
429,20.0,0,75,0.0,27.75
430,0.0,100,0,20.0,34.0
431,0.0,0,75,0.0,18.75
432,0.0,0,0,20.0,4.0
433,41.0,0,0,60.0,30.45
434,0.0,0,0,0.0,0.0
435,75.0,0,0,0.0,33.75
436,20.0,0,0,0.0,9.0
437,0.0,0,0,20.0,4.0
438,75.0,0,0,0.0,33.75
439,20.0,0,0,0.0,9.0
440,0.0,0,0,60.0,12.0
441,0.0,0,100,0.0,25.0
442,0.0,0,100,40.0,33.0
443,0.0,0,100,0.0,25.0
444,0.0,100,0,0.0,30.0
445,0.0,0,0,0.0,0.0
446,0.0,100,75,0.0,48.75
447,54.0,0,0,60.0,36.300000000000004
448,0.0,0,0,0.0,0.0
449,0.0,0,0,0.0,0.0
450,0.0,0,0,0.0,0.0
451,21.0,0,75,0.0,28.200000000000003
452,0.0,0,0,0.0,0.0
453,21.0,0,75,20.0,32.2
454,0.0,0,0,0.0,0.0
455,0.0,0,0,0.0,0.0
456,0.0,0,75,0.0,18.75
457,0.0,0,0,0.0,0.0
458,34.0,0,0,0.0,15.3
459,20.0,0,0,0.0,9.0
460,21.0,0,0,0.0,9.450000000000001
461,20.0,0,0,0.0,9.0
462,0.0,0,75,20.0,22.75
463,34.0,0,0,0.0,15.3
464,0.0,100,100,0.0,55.0
465,20.0,100,75,40.0,65.75
466,0.0,0,75,0.0,18.75
467,20.0,0,75,80.0,43.75
468,20.0,100,0,0.0,39.0
469,0.0,0,0,0.0,0.0
470,54.0,0,0,20.0,28.3
471,34.0,0,0,0.0,15.3
472,0.0,0,0,20.0,4.0
473,0.0,0,0,60.0,12.0
474,0.0,0,100,60.0,37.0
475,95.58,0,0,0.0,43.011
476,0.0,0,0,60.0,12.0
477,20.0,0,0,40.0,17.0
478,21.0,0,100,0.0,34.45
479,0.0,0,0,0.0,0.0
480,72.0,0,75,0.0,51.15
481,0.0,0,100,0.0,25.0
482,0.0,0,0,0.0,0.0
483,21.0,0,100,0.0,34.45
484,0.0,0,75,0.0,18.75
485,0.0,0,75,0.0,18.75
486,20.0,0,0,20.0,13.0
487,21.0,0,0,60.0,21.450000000000003
488,20.0,0,0,0.0,9.0
489,0.0,0,0,0.0,0.0
490,20.0,0,0,0.0,9.0
491,0.0,0,75,80.0,34.75
492,0.0,0,0,0.0,0.0
493,21.0,0,0,0.0,9.450000000000001
494,0.0,0,0,0.0,0.0
495,0.0,0,0,0.0,0.0
496,20.0,0,75,0.0,27.75
497,0.0,0,0,0.0,0.0
498,0.0,0,0,20.0,4.0
499,20.0,0,75,0.0,27.75
500,0.0,100,0,0.0,30.0
501,0.0,0,75,0.0,18.75
502,85.0,0,100,0.0,63.25
503,20.0,0,0,0.0,9.0
504,20.0,0,75,0.0,27.75
505,21.0,0,0,0.0,9.450000000000001
506,0.0,0,0,100.0,20.0
507,20.0,0,0,20.0,13.0
508,21.0,0,0,20.0,13.450000000000001
509,34.0,0,0,20.0,19.3
510,90.9,0,75,0.0,59.655
511,41.0,0,0,0.0,18.45
512,21.0,100,0,0.0,39.45
513,0.0,0,100,0.0,25.0
514,0.0,0,0,0.0,0.0
515,20.0,100,0,0.0,39.0
516,34.0,0,0,0.0,15.3
517,20.0,0,75,100.0,47.75
518,0.0,0,0,60.0,12.0
519,41.0,0,0,0.0,18.45
520,20.0,0,0,0.0,9.0
521,0.0,100,0,60.0,42.0
522,0.0,0,0,20.0,4.0
523,0.0,0,75,0.0,18.75
524,0.0,0,0,0.0,0.0
525,0.0,0,75,40.0,26.75
526,0.0,0,0,60.0,12.0
527,34.0,0,0,0.0,15.3
528,21.0,100,75,0.0,58.2
529,20.0,0,0,0.0,9.0
530,21.0,0,0,0.0,9.450000000000001
531,0.0,0,0,0.0,0.0
532,34.0,0,0,0.0,15.3
533,0.0,0,0,0.0,0.0
534,54.0,0,75,40.0,51.05
535,54.0,0,0,0.0,24.3
536,0.0,0,0,0.0,0.0
537,0.0,0,0,0.0,0.0
538,0.0,0,0,0.0,0.0
539,71.0,0,75,0.0,50.7
540,34.0,0,0,0.0,15.3
541,87.0,0,0,0.0,39.15
542,0.0,0,0,0.0,0.0
543,21.0,0,0,20.0,13.450000000000001
544,20.0,0,0,0.0,9.0
545,0.0,100,75,0.0,48.75
546,0.0,0,0,0.0,0.0
547,0.0,0,0,40.0,8.0
548,0.0,0,0,0.0,0.0
549,51.0,0,0,0.0,22.95
550,20.0,0,0,0.0,9.0
551,67.0,0,0,0.0,30.150000000000002
552,0.0,0,0,0.0,0.0
553,21.0,0,0,0.0,9.450000000000001
554,0.0,0,0,60.0,12.0
555,21.0,0,75,0.0,28.200000000000003
556,0.0,0,75,0.0,18.75
557,0.0,0,0,0.0,0.0
558,0.0,0,0,20.0,4.0
559,0.0,0,0,20.0,4.0
560,0.0,0,75,0.0,18.75
561,0.0,0,0,0.0,0.0
562,0.0,0,0,0.0,0.0
563,20.0,0,0,0.0,9.0
564,0.0,0,0,0.0,0.0
565,0.0,0,0,0.0,0.0
566,20.0,0,0,0.0,9.0
567,20.0,0,100,0.0,34.0
568,20.0,0,0,20.0,13.0
569,20.0,0,0,0.0,9.0
570,21.0,0,75,80.0,44.2
571,51.0,0,0,0.0,22.95
572,0.0,0,0,20.0,4.0
573,34.0,0,75,0.0,34.05
574,21.0,0,0,60.0,21.450000000000003
575,34.0,0,0,0.0,15.3
576,0.0,0,0,0.0,0.0
577,0.0,0,100,0.0,25.0
578,72.0,0,100,0.0,57.4
579,0.0,0,0,100.0,20.0
580,0.0,0,0,60.0,12.0
581,41.0,0,75,20.0,41.2
582,34.0,0,0,0.0,15.3
583,67.0,0,0,0.0,30.150000000000002
584,0.0,0,0,0.0,0.0
585,0.0,0,100,0.0,25.0
586,0.0,0,0,0.0,0.0
587,20.0,0,0,20.0,13.0
588,20.0,0,0,0.0,9.0
589,20.0,0,0,0.0,9.0
590,20.0,0,0,40.0,17.0
591,34.0,0,0,0.0,15.3
592,20.0,0,0,0.0,9.0
593,0.0,0,100,60.0,37.0
594,0.0,0,0,0.0,0.0
595,0.0,100,0,0.0,30.0
596,67.0,0,100,0.0,55.150000000000006
597,0.0,0,0,40.0,8.0
598,0.0,0,75,0.0,18.75
599,0.0,100,0,40.0,38.0
600,0.0,0,0,0.0,0.0
601,0.0,0,0,0.0,0.0
602,0.0,100,0,0.0,30.0
603,20.0,0,75,40.0,35.75
604,67.0,0,0,0.0,30.150000000000002
605,0.0,0,0,0.0,0.0
606,0.0,0,0,60.0,12.0
607,0.0,0,0,0.0,0.0
608,0.0,0,0,0.0,0.0
609,21.0,0,0,0.0,9.450000000000001
610,0.0,100,100,0.0,55.0
611,85.0,0,75,60.0,69.0
612,54.0,0,0,0.0,24.3
613,0.0,0,0,0.0,0.0
614,20.0,100,100,0.0,64.0
615,0.0,0,100,80.0,41.0
616,0.0,0,0,0.0,0.0
617,0.0,0,0,0.0,0.0
618,20.0,0,0,0.0,9.0
619,0.0,0,75,40.0,26.75
620,0.0,0,0,0.0,0.0
621,20.0,0,0,0.0,9.0
622,21.0,100,0,40.0,47.45
623,0.0,0,0,0.0,0.0
624,0.0,0,75,0.0,18.75
625,0.0,0,0,0.0,0.0
626,0.0,0,0,0.0,0.0
627,0.0,0,0,0.0,0.0
628,20.0,0,0,60.0,21.0
629,0.0,0,75,0.0,18.75
630,0.0,0,0,0.0,0.0
631,20.0,0,100,0.0,34.0
632,0.0,0,0,0.0,0.0
633,20.0,0,0,0.0,9.0
634,0.0,0,0,0.0,0.0
635,0.0,0,0,0.0,0.0
636,0.0,0,0,0.0,0.0
637,34.0,0,75,0.0,34.05
638,0.0,0,0,0.0,0.0
639,41.0,0,75,0.0,37.2
640,0.0,100,0,0.0,30.0
641,0.0,0,0,0.0,0.0
642,0.0,0,75,20.0,22.75
643,20.0,0,0,0.0,9.0
644,0.0,0,75,0.0,18.75
645,21.0,0,100,0.0,34.45
646,0.0,0,0,0.0,0.0
647,20.0,0,0,0.0,9.0
648,0.0,0,0,40.0,8.0
649,20.0,0,0,40.0,17.0
650,0.0,0,0,0.0,0.0
651,0.0,0,100,0.0,25.0
652,0.0,0,0,0.0,0.0
653,21.0,100,100,0.0,64.45
654,0.0,0,0,0.0,0.0
655,51.0,0,75,0.0,41.7
656,21.0,0,75,0.0,28.200000000000003
657,34.0,0,0,0.0,15.3
658,34.0,0,0,0.0,15.3
659,20.0,0,0,0.0,9.0
660,0.0,0,0,0.0,0.0
661,0.0,0,0,0.0,0.0
662,21.0,0,0,60.0,21.450000000000003
663,0.0,0,100,0.0,25.0
664,0.0,0,0,0.0,0.0
665,67.0,0,100,0.0,55.150000000000006
666,72.0,0,75,40.0,59.15
667,0.0,0,75,60.0,30.75
668,0.0,0,75,0.0,18.75
669,0.0,0,0,0.0,0.0
670,0.0,0,75,0.0,18.75
671,0.0,0,0,0.0,0.0
672,0.0,0,0,0.0,0.0
673,0.0,0,100,20.0,29.0
674,21.0,0,0,0.0,9.450000000000001
675,20.0,0,100,0.0,34.0
676,0.0,100,0,0.0,30.0
677,0.0,0,0,60.0,12.0
678,20.0,0,0,0.0,9.0
679,0.0,0,0,0.0,0.0
680,0.0,0,0,0.0,0.0
681,0.0,0,0,60.0,12.0
682,41.0,0,100,20.0,47.45
683,0.0,0,0,0.0,0.0
684,51.0,0,75,0.0,41.7
685,21.0,0,0,20.0,13.450000000000001
686,21.0,0,0,0.0,9.450000000000001
687,0.0,0,0,0.0,0.0
688,20.0,0,100,0.0,34.0
689,20.0,100,100,0.0,64.0
690,0.0,0,0,0.0,0.0
691,20.0,0,0,0.0,9.0
692,21.0,0,0,0.0,9.450000000000001
693,51.0,0,0,0.0,22.95
694,0.0,0,0,0.0,0.0
695,0.0,0,75,20.0,22.75
696,0.0,100,100,40.0,63.0
697,21.0,0,0,0.0,9.450000000000001
698,0.0,0,0,0.0,0.0
699,21.0,0,75,60.0,40.2
700,34.0,0,0,60.0,27.3
701,0.0,0,0,0.0,0.0
702,0.0,100,0,20.0,34.0
703,0.0,0,75,0.0,18.75
704,20.0,0,0,0.0,9.0
705,0.0,0,0,0.0,0.0
706,34.0,0,0,0.0,15.3
707,20.0,0,75,20.0,31.75
708,0.0,100,0,80.0,46.0
709,0.0,100,0,0.0,30.0
710,0.0,0,0,0.0,0.0
711,92.0,0,75,0.0,60.15
712,0.0,0,0,0.0,0.0
713,0.0,0,75,20.0,22.75
714,20.0,0,0,0.0,9.0
715,0.0,0,0,0.0,0.0
716,21.0,0,0,0.0,9.450000000000001
717,34.0,0,0,0.0,15.3
718,0.0,0,100,20.0,29.0
719,0.0,0,75,0.0,18.75
720,0.0,0,75,0.0,18.75
721,20.0,0,0,0.0,9.0
722,0.0,0,0,0.0,0.0
723,20.0,0,75,0.0,27.75
724,0.0,0,0,0.0,0.0
725,20.0,0,0,0.0,9.0
726,0.0,100,0,60.0,42.0
727,0.0,0,75,60.0,30.75
728,51.0,0,0,0.0,22.95
729,21.0,0,75,0.0,28.200000000000003
730,0.0,0,0,0.0,0.0
731,0.0,0,100,0.0,25.0
732,0.0,0,0,0.0,0.0
733,0.0,0,0,0.0,0.0
734,34.0,0,0,20.0,19.3
735,0.0,0,0,0.0,0.0
736,41.0,0,75,0.0,37.2
737,0.0,0,0,0.0,0.0
738,0.0,0,75,0.0,18.75
739,0.0,0,0,0.0,0.0
740,0.0,0,75,0.0,18.75
741,0.0,0,0,0.0,0.0
742,34.0,0,0,0.0,15.3
743,20.0,0,75,0.0,27.75
744,20.0,0,75,0.0,27.75
745,21.0,0,0,0.0,9.450000000000001
746,34.0,0,100,0.0,40.3
747,34.0,0,0,0.0,15.3
748,20.0,0,0,0.0,9.0
749,71.0,0,0,0.0,31.95
750,20.0,0,0,60.0,21.0
751,20.0,0,0,0.0,9.0
752,0.0,0,0,0.0,0.0
753,20.0,0,0,20.0,13.0
754,21.0,0,0,0.0,9.450000000000001
755,0.0,0,0,40.0,8.0
756,0.0,0,0,0.0,0.0
757,0.0,100,0,0.0,30.0
758,0.0,0,0,0.0,0.0
759,20.0,0,0,0.0,9.0
